Unnamed: 0,诗人,文本,朝代,情感,题目,interpretation
4720,苏辙,东晋仙人借旧山，定应天意许公閒。郡人欲问史君处，笑指峰峦紫翠间。,宋,正面,次韵毛君山房即事十首,解释: 这首诗描述了一个东晋时期的仙人，他借用旧山作为自己的住所，并且相信自己的命运是由天意决定的。诗中提到了一个郡人想要问史君的处境，但是史君笑着指着峰峦紫翠间，表示自己的处境是无法被人知道的。这首诗表达了一种孤独、神秘的氛围，让人感到无法理解仙人的处境。 </s>
1695,朱淑真,梦回酒醒嚼盂冰，侍女贪眠唤不应。瘦瘠江梅知我意，隔窗和月漫腾腾。,宋,负面,酒醒,解释: 这首诗描述了一个人在酒后醒来，发现自己的侍女正在睡觉，他感到很失落。他看到窗外的江梅树，感到它们知道他的心情，并且月亮也在窗外漫腾。这首诗表达了一种孤独和失落的情感。 </s>
998,刘克庄,已报行营入，犹夸僣垒坚。何曾陵谷变，但见市朝迁。,宋,中立,江南五首,解释: 这首诗描述了一个历史事件，即战争结束后，一个城市的变化。诗中提到了城市的墙壁和堡垒，以及城市的变化和发展。诗中的“市朝迁”指的是城市的发展和变化，表达了诗人对城市的赞美和感慨。 </s>
3200,芹庵,白叟黄童喜色开，诞辰喜遇福星来。满城牵挽问衙探，祝寿明晨荐几杯。,宋,正面,寿运使,解释: 这首诗描述了一个人的生日庆祝活动。白叟黄童是指老年人和孩子们，他们都喜欢庆祝生日。诗中提到了诞辰喜遇福星来，意味着这个人的生日是一个幸福的日子。满城牵挽问衙探是指整个城市都在为这个人庆祝，人们都在为他祝福。最后，诗中提到了祝寿明晨荐几杯，意味着人们在庆祝活动中享受美食和饮品。整首诗传达了一种欢乐和庆祝的氛围。 </s>
4146,杨万里,日开五色暖征裘，雪满羣山爽病眸。道是诗人穷到骨，暖边爽里放兰舟。,宋,正面,兰溪解舟四首,解释: 这首诗描述了一个诗人在寒冷的冬天里，穷困潦倒，但仍然能够感受到春天的温暖和生机。他穿着厚厚的裘衣，但仍然能够感受到雪花的凉意，但他的眼睛却感到温暖和舒适。这首诗表达了诗人对生命的热爱和对自然的敬畏。 </s>
3738,张孝祥,翁仲无声石马闲，墓门萧瑟锁青烟。故人仰卧青松下，落日孤村闻杜鹃。,宋,负面,题赵知府墓,释: 这首诗描述了一个寂静的墓地，墓地周围的环境充满了孤独和哀伤。诗人描述了一个寂静的墓地，墓地周围的环境充满了孤独和哀伤。诗人描述了一个寂静的墓地，墓地周围的环境充满了孤独和哀伤。诗人描述了一个寂静的墓地，墓地周围的环境充满了孤独和哀伤。诗人描述了
2583,王世贞,入门金像欣然笑，笑我津梁老此生。兠率天中观自在，不知贤劔也求名。,明,负面,投慈氏寺宿,解释: 这首诗是唐代诗人白居易写的，描述了他在读书时的心情。诗中的“金像”指的是古代的金像，金像的笑容代表着读书的乐趣。诗人在读书时欣然笑，表达了他对读书的喜爱和欣赏。诗中的“津梁”是古代的一座桥梁，诗人在读书时感到自在，不受外界的干扰。诗人认为读书是一种自在的体验，不仅仅是为了追求名利，也是为了追求自由和快乐。 </s>
4198,苏轼,半夜欺陵范叔袍，更兼风力助威豪。地炉火暖犹无奈，怪得山林酒价高。,宋,正面,雪诗八首,解释: 这首诗描述了一个人在半夜欺骗了一个名叫范叔袍的人，并且还得到了风力的帮助，使他的威严更加显著。然而，他的地炉火暖还是无法抵消他的孤独感，因为他的酒价高昂，让他感到孤独和无助。 </s>
3624,杨万里,今年六月不胜凉，七月炎蒸不可当。一阵秋风初过雨，个般天气好烧香。,宋,正面,初秋行圃四首,解释: 这首诗描诉了一个季节的变化，从六月到七月，天气从凉爽到炎热，但是在秋风初过雨后，天气变得宜人，适合烧香。诗中的“个般天气好烧香”表达了作者对秋天的喜爱和期待。 </s>
4617,陆游,夺锦轩中醉倚栏，锦屏紫翠插云端。平生不喜言争夺，付与游人自在看。,宋,正面,夺锦轩,解释: 这首诗描述了一个人在夺锦轩中醉倚栏，欣赏紫翠插云的美景，并且不喜欢言争夺，把这些美景留给游人自在欣赏。这首诗表达了对自然美景的赞美和对言语争夺的反感。 </s>
2154,陆游,艰危宁度瘦驴岭，奔走莫随肥马尘。困阨终身元自好，可怜痴子恨无津。,宋,负面,杂感六首,释: 这首诗描述了一个人在艰难的环境中奋斗的故事。诗中的“艰危宁度瘦驴岭”暗示了这个人所处的环境非常艰难，而“奔走莫随肥马尘”则表示这个人在奋斗的过程中，不断地奔跑和努力。诗中的“困阨终身元自好”则表达了这个人在奋斗的过程中，经历了许多困难和挫折，但最终仍然能够获得成功和幸福。最后一句“可怜痴子恨无津”则表示
1769,贾岛,习家池沼草萋萋，岚树光中信马蹄。汉主庙前湘水碧，一声风角夕阳低。,唐,负面,行次汉上,解释: 这首诗描述了一个美丽的自然景色，包括习家池沼草萋萋，岚树光中信马蹄，汉主庙前湘水碧，一声风角夕阳低。诗人通过描绘这些景象，表达了对大自然的敬畏和赞美之情。 </s>
2108,刘克庄,弟兄虽幸忝朱轮，各是人间五十人。只合共娱千岁母，可能少补二州民。,宋,中立,和仲弟十绝,解释: 这首诗是唐代诗人白居易写的，表达了他对于弟兄之间的情感和关系的思考。诗中提到了弟兄之间的幸运和忧愁，以及他们在人间的数量和地位。最后，诗中提到了弟兄之间的共同体验和感情，以及他们可能面临的挑战和困难。整首诗表达了白居易对于弟兄之间的情感和关系的深刻思考和感悟。 </s>
1383,黄庭坚,怒目横行与虎争，寒沙奔火祸胎成。虽为天上三辰次，未免人间五鼎烹。,宋,负面,秋冬之间鄂渚绝市无蟹今日偶得数枚吐沫相濡乃可悯笑戏成小诗三首,解释: 这首诗描述了一场激烈的战争，人们在战争中奋勇抗争，但最终仍然无法避免战争的破坏和痛苦。虽然战争发生在天上，但它仍然影响到人间，甚至可能导致人们的生命和家园被毁灭。 </s>
4273,苏辙,粗砂施佛佛欣受，怪石供僧僧不嫌。空手远来还要否，更无一物可增添。,宋,负面,将游金山寄元长老,解释: 这首诗描述了一个僧人在山中行走时，发现了一块粗砂石头和一块怪石，他们欣然接受并供奉。僧人没有抱怨，因为他知道这些石头是无价之宝。最后，他决定离开，但他没有带走任何东西，因为他相信这些石头已经足够了。 </s>
2660,刘克庄,后有良工识苦心，今无善听孰知音。老来字字趋平易，免被儿童议刻深。,宋,中立,三月二十五日饮方校书园十绝,解释: 这首诗描述了一个人在年迈时，感到自己的字体变得平易近人，不再像年轻时那样有深度和难度。他感到孤独和无人理解他的苦心，但他仍然坚持努力，希望有一天会有人能够真正理解他的艺术。 </s>
4698,黄庭坚,雨馀禽语催天晓，月上梨花放夜阑。莫听游人待妍暖，十分倾酒对春寒。,宋,正面,戏和舍弟船场探春二首,解释: 这首诗描述了一个春天的夜晚，雨后的禽鸟声催醒了天空，梨花在月光下绽放，游人在妍媚的女子身边待着，享受着春天的温暖。但是，他们也感到春天的寒冷，所以他们倾倒了十分之一的酒，并且在春天的寒冷中喝着。这首诗表达了春天的美好和寒冷的感觉。 </s>
3910,赵完璧,陈迹兴懐空野芳，贤愚千载总亡羊。牧儿不解丘墟恨，横竹秋风弄夕阳。,明,负面,次韵古城,"解释: 这首诗描述了一个人在野外漫步时，看到了一些陈迹和景象，感到兴奋和感慨。但是，他也意识到这些景象的历史和悲剧性，感到悲伤和愤怒。最后，他看到了一个牧儿在丘墟上哭泣，感到更加悲伤和愤怒。

这首诗表达了人们对历史和现实的感慨和反思，以及对人类命运的悲剧性的思考。 </s>"
3669,文天祥,仰看八尺躯，不要悬黄金。青青岁寒后，乃知君子心。,宋,中立,第一百七十四,解释: 这首诗是唐代诗人白居易所作，描述了一个人在岁月流逝后，逐渐领悟到了君子的心态。诗中的“八尺躯”指的是人的身体，“不要悬黄金”则是指不要贪图金钱和物质财富，而是要追求内心的真理和道德。最后一句“青青岁寒后，乃知君子心”则是说，只有经历了岁月的沉淀和磨砺，才能真正领悟到君子的心态。 </s>
1351,萧立之,诗来读罢亦伤神，惆怅两翁苍与芸。聚首当时惭我少，祗今一老独深云。,宋,负面,和曾楚山忆苍山韵五首,解释: 这首诗描述了一个人在读完一首诗后感到伤神的情景。诗中提到了两位老人，一位是苍天，一位是芸草，他们的存在让人感到惆怅。诗人感到自己在当时的聚会上很少，只有一个老人独自深思。这首诗表达了诗人对于时间流逝和人生短暂的感慨。 </s>
4601,苏辙,浊醪时饮十分杯，万象溟濛晓气皑。醉倒篮舆夜归去，金吾宁复识谁哉。,宋,中立,次韵景仁正月十二日访吴缜寺丞二绝,解释: 这首诗描诉了一个人在饮酒时的感受和思绪。他喝了一杯浊醪，感觉万象溟濛，晓气皑皑。他醉倒了，篮舆夜归去，金吾宁复识谁哉。这首诗表达了饮酒的美好和快乐，以及饮酒后的沉醉和忘却。 </s>
3640,范成大,夺命稠滩百战馀，守风端坐恰乘除。日长饱饭佳眠觉，閒傍芦花学钓鱼。,宋,正面,守风嘲舟子,解释: 这首诗描诉了一个人在战争中的生活。他经历了许多战争，但仍然能够在战争后的日子里享受美好的生活。他喜欢在风中坐着，享受着钓鱼的乐趣，同时也学会了如何在战争中生存。这首诗表达了一个人在战争中的坚韧和勇气，以及在战争后的平静和满足感。 </s>
2199,范成大,团蒲曲几坐成痴，北看南观恍是非。道眼已空诗眼在，梅花欲动雪花稀。,宋,中立,次韵乐先生除夜三绝,解释: 这首诗描述了一个人在团蒲曲几坐时，看到北方和南方的景色，感到非常迷惑和疑惑。他的眼睛已经看到了道路和诗歌，但是他的诗眼却空白了。梅花和雪花都在凋零，这也表达了时间的流逝和生命的短暂。 </s>
4914,苏泂,偕老杯盘最喜欢，酒中纯渌浸南山。莺莺解作娇娥唱，窗外垂杨是小蛮。,宋,正面,耕堂弟妇生日,解释: 这首诗描述了作者最喜欢的偕老杯盘，酒中纯渌浸南山，莺莺解作娇娥唱，窗外垂杨是小蛮。这首诗表达了作者对自然的热爱和对美好生活的向往。 </s>
3095,陆游,九秋风露洗头盆，万里云烟腰带鞓。小瓮松醪知已熟，与君烂醉不须醒。,宋,正面,梦游三首,解释: 这首诗描述了九月的秋天，风雨洗涤了头盆，云雾缭绕着腰带，小瓮中的松醪已经熟透，与诗人一起烂醉不须醒。这首诗表达了诗人对自然的感慨和对美好生活的向往。 </s>
4246,白居易,乡路音信断，山城日月迟。欲知州近远，阶前摘荔枝。,唐,负面,郡中,解释: 这首诗描述了一个人在乡村旅行时的感受。他发现乡路上的信号已经断了，山城的日月也迟迟不肯升起。他想知道这个州的距离，但是在他的阶前，他只能摘下一些荔枝。这首诗表达了一个人在旅途中的孤独和无助感。 </s>
782,苏辙,北风吹雪密还稀，雪势渐多风力微。孤棹独依银世界，山川路绝欲安归。,宋,负面,舟中风雪五绝,解释: 这首诗描述了一个人在寒冷的冬天里，孤独地漂泊在雪地之中。他的船只被困在冰冻的河流中，周围的山川路也被冻结，无法前行。他感到孤独和无助，但仍然坚定地寻找回家的路。 </s>
2572,杨万里,岭南春去尽从伊，元自无花可得飞。只有草花偏称意，强留蝴蝶不教归。,宋,正面,三月晦日闲步西园,解释: 这首诗描诉了春天的美景，尤其是岭南地区的春天。诗中提到了春天的花朵已经凋谢，只有草花还在绽放，因此草花具有特殊的意义。诗中还提到了蝴蝶，它们很难被强制迫使归巢，因此它们偏爱草花，因为草花能够满足它们的需求。整首诗表达了春天的美景和自然界的生命力。 </s>
2739,刘克庄,冯唐白首尚含香，卫武谆谆肯惰荒。万一享年如二老，犹堪烂醉十重阳。,宋,正面,戊辰重阳绝句,释: 这首诗是在描述冯唐白首和卫武的不同性格。冯唐白首是一个充满热情和活力的人，而卫武则是一个懒惰和懒惰的人。诗中提到，卫武谆谆肯惰荒，意味着他不愿意努力工作，而冯唐白首尚含香，则表示他充满了热情和活力。诗中还提到，万一享年如二老，犹堪烂醉十重阳，意味着即使卫武懒惰，他也可能享年如二老，而冯唐白首尚含香，则表示他可能会在年迈
